7896181902553##DISGREN                                      300MCG CX 20 CAP##37,92 
7896070601932##GARDENAL                                     40MG SOL OR FR GTS 20ML PED##5,34 
7896070600881##GARDENAL                                     50MG CX 20 COMP##4,30 
7897917002790##GARGOJUICE                                   1,5MG/ML CLOUT SPR FR VD INC NEB X 30ML##17,06 
7897917000314##GARGOJUICE                                   3MG CX 12 PAST##4,71 
7898103650283##GARGOMAX                                     3 STRIP X 4 PAST SAB MORANGO##5,83 
7898103650238##GARGOMAX                                     3 STRIP X 4 PAST SB MENTA##5,77 
7897299900257##GARGOTRICIN                                  1,0+5MG/ML SOL SPRAY  CX 20 PAST SB LARANJA##15,12 
7897299900240##GARGOTRICIN                                  1,0+5MG/ML SOL SPRAY 20 PAST SB CEREJA##15,12 
7897299900264##GARGOTRICIN                                  1,0+5MG/ML SOL SPRAY CX 20 PAST SB MENTA##15,12 
7896083400485##GARRA DO DIABO                               200MG CX 45 COMP##25,12 
7898152462288##GARRA EC                                     500MG FR 50 CAP##17,03 
7896658001314##GASTRIUM                                     10MG FR 14 CAP##13,38 
7896658001307##GASTRIUM                                     20MG FR 14 CAP##25,58 
7896658014918##GASTRIUM                                     20MG FR 28 CAP##45,70 
7896658014925##GASTRIUM                                     20MG FR 56 CAP##76,00 
7896658001321##GASTRIUM                                     20MG FR 7 CAP##15,39 
7896658021008##GASTRIUM                                     40MG FR 07 CAP##15,39 
7896658021022##GASTRIUM                                     40MG FR 28 CAP##45,70 
7896004727974##GASTROBENE                                   10MG CX 2BL X 10 CAP##13,99 
7896331702958##GASTROBION                                   37+40+5MG/ML SUS OR FR 240ML##18,07 
7898216360543##GASTROCINE                                   200MG CX 40 COMP##19,05 
7898014561388##GASTROFTAL                                   CX 100 ENV EFERV 5G SB ABACAXI##131,71 
7898014561401##GASTROFTAL                                   CX 100 ENV EFERV 5G SB LARANJA##131,71 
7898014561395##GASTROFTAL                                   CX 100 ENV EFERV 5G SB LIMAO##131,71 
7898014563269##GASTROFTAL                                   CX 50 ENV X 5G SAB ABACAXI##69,59 
7898014563283##GASTROFTAL                                   CX 50 ENV X 5G SAB LARANJA##69,59 
7898014563306##GASTROFTAL                                   CX 50 ENV X 5G SAB LIMAO##69,59 
7898014560633##GASTROFTAL                                   FR 20 PAST SB MENTA##5,79 
7898014560640##GASTROFTAL                                   SUS ORAL FR 240ML SB MENTA##21,83 
7896862910037##GASTROGEL                                    200+200+30MG CX 20 COMP##8,31 
7896862960049##GASTROGEL                                    40+30+3MG/ML SUS FR 150ML##13,50 
7896862917784##GASTROGEL                                    40+30+3MG/ML SUS OR FR 240 ML##20,42 
7897917003940##GASTROINTESTIN PLUS                          FR 240ML##17,96 
7896622300443##GASTROL                                      37+47+35,6MG CX 20 PAST MAST##9,61 
7896622301822##GASTROL                                      37+47+35,6MG CX 50 ENV EFV X 5G SB ABACAXI##88,99 
7896622301884##GASTROL                                      37+47+35,6MG CX 50 ENV EFV X 5G SB LIMAO##88,99 
7896622303451##GASTROL                                      37+47+35,6MG CX 50 ENV EFV X 5G SB PAPAIA##88,99 
7896622301853##GASTROL                                      CX 50 ENV EFV X 5G SB LARANJA##88,99 
7896622302805##GASTROL                                      PAST X200##86,79 
7896622300450##GASTROL                                      SUS FR 250ML##21,68 
7896622300993##GASTROL TC                                   120+60+7MG SUS FR 240ML##24,04 
7896622301006##GASTROL TC                                   600+300+35MG CX 30 PAST##23,17 
7898158692658##GASTROLIV                                    35,6+37+46MG PO EFV 100 SACH X 5G SB ABACAXI##152,62 
7898158692634##GASTROLIV                                    35,6+37+46MG PO EFV 100 SACH X 5G SB LARANJA##152,62 
7898158692641##GASTROLIV                                    35,6+37+46MG PO EFV 100 SACH X 5G SB LIMAO##152,62 
7898158693778##GASTROMAX                                    300MG CX 200 COMP##38,56 
7898158691095##GASTROMAX                                    6% SUS ORAL FR 150ML##14,44 
7898014560695##GASTROPEPT                                   CX 20 COMP##6,01 
7898014560701##GASTROPEPT                                   SUS ORAL FR 150ML##13,45 
7898152462233##GASTROPLANTAS                                0,08ML 100CP##10,80 
7898152462240##GASTROPLANTAS                                0,08ML 100 CP##10,80 
7891035655272##GAVISCON                                     CART CX 48 COMP MAST E.M##19,40 
7891035655302##GAVISCON                                     CART X 32 COMP MAST##12,93 
7891035655203##GAVISCON                                     FR 150ML##12,66 
7891035655227##GAVISCON                                     SUS ORAL 12 SACH X 10ML##10,13 
7891035655241##GAVISCON                                     SUS ORAL 24 SACH X 10ML E.M##20,25 
7896006250029##GAVIZ                                        CX 20 ENV X 4 COMP MAST. SB HORTELA##34,78 
7896006248507##GAVIZ                                        CX 20 ENV X 4 COMP MAST. SB MORANGO##34,78 
7896006243007##GAVIZ                                        SUS ORAL FR 240ML SB HORTELA##17,59 
7896006244004##GAVIZ                                        SUS ORAL FR 240ML SB MORANGO##17,59 
7898158691316##GAZYME                                       75MG SOL FR GTS 10ML##8,03 
7893736601315##GELDROX                                      FR X 240ML##17,61 
7898049795703##GELLAT                                       0,0444ML+0,0444+0,02G/G POM DERM BG 20##10,19 
7896004721361##GELMAX                                       DIM SUS ORAL FR 240ML##20,31 
7896004817460##GELMAX                                       CX 24 COMP MAST##10,64 
7896004817897##GELMAX                                       CX 24 COMP MAST SB PAPAIA-CASSIS##10,37 
7896004817774##GELMAX                                       PO EFV 100SACH X 5G SB ABACAXI##155,61 
7896004714509##GELMAX                                       PO EFV 20SACH X 5G SB ABACAXI##29,23 
7896004802473##GELMAX                                       SUS FR 240ML##21,01 
7897917001236##GELMINEX                                     40+13,6+10MG GEL BG 20##9,63 
7897848500075##GELNAT                                       60MG/ML SUS OR FR 100ML##8,89 
7897848500754##GELNAT COMPOSTO                              60+40MG SUS OR FR 240ML##13,89 
7896006291732##GELO-BIO                                     0,044ML/G POM DERM BG X 20##9,21 
7896006291749##GELO-BIO                                     SOL PROP TB X 150ML##26,75 
7896006291770##GELO-BIO                                     SOL PROP TB X 60ML##13,94 
7897299900035##GELOFUT                                      0,0083+0,0333+0,0333 AER 120ML##25,96 
7897299900011##GELOFUT                                      0,0444+0,0444+0,0200ML POM BG 20##7,94 
7897299900028##GELOFUT                                      0,0444+0,0444+0,0200ML/G POM BG 45##14,20 
7896094901612##GELOL                                        0,0333ML AER TB 60ML##21,30 
7896094901582##GELOL                                        0,0444ML POM DERM BG 20##10,46 
7896094901650##GELOL LINIMENTO                              7,50G FR 45ML##11,93 
7896006225713##GELUSIL                                      170+70+6MG SOL FR X 240ML SB MORANGO##15,56 
7896006225577##GELUSIL                                      170+70+6MG SOL OR FR 240ML SB MORANGO##15,56 
7897595605238##GEMCIT                                       1G PO INJ FA##770,34 
7897595605245##GEMCIT                                       200MG PO INJ FA##154,76 
7896382700941##GEMZAR                                       1G PO LIOF INJ 1FA X 50ML HOSP##770,37 
7896382700958##GEMZAR                                       200MG PO LIOF INJ 1FA X 10ML HOSP##154,79 
7898149939922##GENCIX                                       1G PO LIOF SOL INJ 10FA X 50ML##6.938,47 
7898149939915##GENCIX                                       1G PO LIOF SOL INJ 5FA X 50ML##3.469,23 
7898149939908##GENCIX                                       1G PO LIOF SOL INJ FA X 50ML##693,85 
7898149939885##GENCIX                                       200MG PO LIOF SOL INJ  5FA VD X 10ML##707,94 
7898149939892##GENCIX                                       200MG PO LIOF SOL INJ 10FA X 10ML##1.415,89 
7898149939878##GENCIX                                       200MG PO LIOF SOL INJ FA X 10ML##141,58 
7896004709680##GENFIBROZILA                                 600MG CX 24 COMP##50,81 
7896004709710##GENFIBROZILA                                 600MG CX 24 COMP REV##51,29 
7894916140799##GENFIBROZILA                                 600MG CX 24 COMP REV##49,46 
7896004718637##GENFIBROZILA                                 600MG CX 60 COMP REV##115,43 
7896004709703##GENFIBROZILA                                 900MG CX 12 COMP##37,27 
7896004709697##GENFIBROZILA                                 900MG CX 12 COMP REV##38,64 
7894916140669##GENFIBROZILA                                 900MG CX 12 COMP REV##35,58 
7896422508209##GENFIBROZILA                                 600MG CX 30 COMP##64,64 
7896181900535##GENFIBROZILA                                 600MG CX 30 COMP REV##56,70 
7896422508216##GENFIBROZILA                                 900MG CX 15 COMP##38,42 
7896094207257##GENLIBBS                                     1G PO LIOF INJ FA##770,35 
7896094207240##GENLIBBS                                     200MG PO LIOF INJ FA##154,78 
7891268103403##GENOTROPIN                                   16UI PO LIOF INJ CX 1FA+DIL X 1ML##487,36 
7891268103311##GENOTROPIN                                   16UI X 1 CANETA X 1FA##487,36 
7891268103427##GENOTROPIN                                   36UI PO LIOF INJ CX 1FA+DIL X 1ML##1.067,30 
7891268103342##GENOTROPIN                                   36UI X 1 CANETA X 1FA##1.067,30 
7896004706283##GENTAGRAN                                    POM OFT BG 3##9,64 
7898208141334##GENTAMICIN                                   20MG/ML SOL INJ CX 50 AMP X 1ML EMB HOSP##42,32 
7898208141341##GENTAMICIN                                   40MG/ML SOL INJ CX 50 AMP X 1ML EMB HOSP##46,47 
7898208141358##GENTAMICIN                                   40MG/ML SOL INJ CX 50 AMP X 2ML EMB HOSP##54,32 
7897316805282##GENTAMICINA                                  FR X 5ML##6,49 
7897316801871##GENTAMICINA                                  POM BG 3,5##7,18 
7897316801857##GENTAMICINA                                  SOL FR 5ML##6,18 
7898404220178##GENTAMISAN                                   10MG SOL INJ CX 100 AMP X 1ML HOSP##35,76 
7898404220185##GENTAMISAN                                   40MG SOL INJ CX 100 AMP X 1ML HOSP##41,63 
7898404220192##GENTAMISAN                                   80MG SOL INJ CX 100AMP X 2ML HOSP##50,30 
7896548199633##GENTEAL                                      GEL FR X 10##28,48 
7896261005624##GENTEAL                                      3MG SOL OFT FR GTS 10ML##24,55 
7896261009714##GENTEAL                                      GEL OFT BG 10##26,62 
7896548199640##GENTEAL COLIRIO                              FR X 10ML##24,55 
7891268114744##GEODON                                       20MG IM INJ CX 1FA+DIL##144,51 
7891268114706##GEODON                                       40MG CX 14 CAP##121,96 
7891268114713##GEODON                                       40MG CX 30 CAP##261,44 
7891268114836##GEODON                                       80MG CX 14 CAP##203,08 
7891268114737##GEODON                                       80MG CX 30 CAP##435,20 
7897595604446##GEPEPROSTIN                                  50MG CX 30 COMP REV##651,61 
7896658001802##GERIATON                                     CX 30 COMP##37,45 
7898158691743##GERILON                                      CX 30 CAP##42,41 
7898158691750##GERILON                                      CX 60 CAP##85,12 
7896714210322##GERIVIX                                      CX 30 DR##32,45 
7896714203003##GERIVIX                                      CX 50 DR##59,37 
7893454100135##GEROTREX H3                                  FR 30 COMP REV##28,27 
7896094201248##GESTINOL                                     0,075+0,030MG CX 28 COMP REV##27,58 
7896094203068##GESTINOL                                     30+75MCG CX 3BL X 28 COMP REV##75,32 
7891045010702##GESTODENO+ETINILESTRADIOL                    0,060+0,0015MG CX 24 COMP REV##13,79 
7891045010344##GESTODENO+ETINILESTRADIOL                    0,075+0,03MG CX 21 DR##16,86 
7897595614186##GESTODENO+ETINILESTRADIOL                    0,06+0,015MG CX 24 COMP REV##18,36 
7896714203744##GESTRADIOL                                   0,15+0,03MG CX 21 COMP##18,90 
7896112435648##GESTRELAN                                    0,15+0,03MG CX 63 COMP##18,90 
7898100246364##GESTRINUTRI                                  COMPRIMIDO REVESTIDO C/30##29,23 
7896714203713##GESTROCON                                    0,625MG CREME VAG BG 25##20,75 
7897655400179##GIARLAM                                      10MG SUS ORAL FR 70ML##8,20 
