7896023792113##OLEO DE LINHACA                              FR 30 COMP##23,72 
7891058003586##PURAN T4                                     300MCG CX 30 COMP##39,63 
7891058003562##PURAN T4                                     37,5MCG CX 30 COMP##4,96 
7891058006372##PURAN T4                                     50MCG CX 28 COMP##8,09 
7897595901316##PURAN T4                                     50MCG CX 30 COMP##8,67 
7891058003579##PURAN T4                                     62,5MCG CX 30 COMP##8,26 
7891058006389##PURAN T4                                     75MCG CX 28 COMP##8,83 
7897595901323##PURAN T4                                     75MCG CX 30 COMP##9,45 
7891058006396##PURAN T4                                     88MCG CX 28 COMP##10,64 
7897595903365##PURAN T4                                     88MCG CX 30 COMP##11,39 
7898430190995##PURAVIT ADE                                  SOL OR FR GTS 20ML##26,81 
7898430191008##PURAVIT MULTI                                SOL OR FR GTS 120ML##27,44 
7897572001244##PUREGON                                      100UI SOL INJ CX 1FA X 0,5ML##228,47 
7897572001237##PUREGON                                      50UI SOL INJ CX 1FA X 0,5ML##115,28 
7897572002456##PUREGON                                      PEN 300UI X 1CARP 0,480ML+6 AGU##680,03 
7897572002463##PUREGON                                      PEN 600UI X1CARP 0,840ML+6 AGU##1.360,17 
7895858007348##PURINETHOL                                   50MG FR 25 COMP##77,61 
7896422502559##PYLORIPAC                                    30+500+500MG CX 56 CAP/COMP##100,90 
7896422506038##PYLORIPAC IBP                                30+500+500MG CX 70 CAP/COMP##103,14 
7896422507769##PYLORIPAC IBP                                30+500+500MG CX 84 CAP/COMP##103,69 
7896422518710##PYLORIPAC RETRAT                             30+500+500MG CX 20+10+40 CAP/COMP##130,23 
7896112113430##PYLORITRAT                                   30+500+500MG CX 14+14COMP REV+28CAP##106,87 
7896112118763##PYLORITRAT                                   IBP 30+500+500MG CX 14+14COMP/28CAP REV##114,04 
7897655400216##PYR-PAM                                      100MG CX 6 DR##14,54 
7897655400223##PYR-PAM                                      10MG SUS OR FR 40ML##14,88 
7892953001363##PYRIDIUM                                     100MG CX 12 DR##3,95 
7892953001370##PYRIDIUM                                     100MG CX 25 DR##8,59 
7892953001387##PYRIDIUM                                     200MG CX 25 DR##10,67 
7898505090625##PYRISEPT                                     100MG CX 25 COMP##8,57 
7898505090632##PYRISEPT                                     200MG CX 18 COMP##10,66 
7898505090984##PYVERM                                       100MG CX 6 COMP REV##15,58 
7898505090953##PYVERM                                       10MG/ML SUS OR FR X 40ML##17,10 
7897595614513##QIFTRIM                                      400+80MG CX 20 COMP##10,31 
7897595614520##QIFTRIM F                                    800+160MG CX 10 COMP##10,23 
7891106904582##QLAIRA                                       CX 28COMP SENDO 26HORMONIOS+2PLACEBO##33,36 
7897917002288##QUADRIBETA                                   0,5+1,0+10+10MG CREME BG 20##20,19 
7897917003308##QUADRIBETA                                   POM BG 20##20,36 
7891142180766##QUADRIDERM                                   0,50+1+10+10MG CREME BG.20##25,62 
7891142180773##QUADRIDERM                                   0,50+1+10+10MG POM BG 20##25,69 
7896714230733##QUADRILON                                    CREME BG 15##20,41 
7896714231303##QUADRILON                                    POM BG 15##19,15 
7898049793709##QUADRINEO                                    0,5+1,0+10+10MG CREME DERM BG 15##22,51 
7898049793730##QUADRINEO                                    0,5+1,0+10+10MG POM DERM BG 15##22,53 
7896523209210##QUADRITOP                                    0,5+1+10+10MG/G CREM DERM BG 20##21,98 
7898495605908##QUEIMALIVE                                   FRASCO PLASTICO 50ML##18,59 
7898158691576##QUEIMALIVE                                   74+20G POM BG 30##12,25 
7891317497828##QUELATUS                                     SENIOR CX 60 COMP##71,77 
7891317497880##QUELATUS                                     CX 60 COMP##71,77 
7891268106374##QUEMICETINA                                  500MG CX 100 COMP REV##110,54 
7891268106381##QUEMICETINA                                  500MG CX 20 COMP REV##26,00 
7896015524135##QUEOPINE                                     100MG CX 10 COMP##39,24 
7896015524173##QUEOPINE                                     100MG CX 30 COMP##117,72 
7896015524197##QUEOPINE                                     200MG CX 10 COMP##63,18 
7896015524234##QUEOPINE                                     200MG CX 30 COMP##189,58 
7896015524111##QUEOPINE                                     25MG CX 30 COMP##32,56 
7896015524074##QUEOPINE                                     25MG X 10 COMP##10,84 
7896004731087##QUEROK                                       100MG CX 30 COMP REV##120,34 
7896004731094##QUEROK                                       200MG CX 30 COMP REV##200,34 
7896004747477##QUEROK                                       25 MG CX 60 COMP REV##53,57 
7896004731070##QUEROK                                       25MG CX 14 COMP REV##20,00 
7896004745954##QUEROK                                       25MG CX 30 COMP REV##31,13 
7894916507509##QUEROPAX                                     100MG CX 30 COMP REV##120,34 
7894916507516##QUEROPAX                                     200MG CX 30 COMP REV##216,46 
7894916507493##QUEROPAX                                     25MG CX 14 COMP REV##20,00 
7894916509503##QUEROPAX                                     25MG CX 30 COMP REV##31,11 
7894916509145##QUEROPAX                                     300MG CX 30 COMP REV##390,44 
7896016807534##QUESTRAN                                     LIGHT PO CX 50 ENV X 4##241,69 
7896676416817##QUETIPIN                                     100MG CX 28 COMP##63,73 
7896676416848##QUETIPIN                                     200MG CX 28 COMP##129,80 
7896676416770##QUETIPIN                                     25MG CX 14 COMP##12,76 
7896676416787##QUETIPIN                                     25MG CX 28 COMP##25,52 
7896658015212##QUETROS                                      100MG CX 30 COMP REV##105,80 
7896658015205##QUETROS                                      200MG CX 30 COMP REV##140,29 
7896658015151##QUETROS                                      25MG CX 15 COMP REV##15,55 
7896658015168##QUETROS                                      25MG CX 30 COMP REV##31,11 
7896658015182##QUETROS                                      100MG CX 15 COMP REV##52,89 
7896676411034##QUINACRIS                                    250MG CX 20BL X 10 COMP REV EMB HOSP##118,06 
7896179850033##QUINICARDINE                                 200MG CX 20 COMP##15,17 
7896241240960##QUINOFLOX                                    250MG CX 14 COMP REV##24,56 
7896241241400##QUINOFLOX                                    500MG CX 10 COMP REV##33,63 
7896241243558##QUINOFLOX                                    500MG CX 14 COMP REV##36,89 
7896006241355##QUINOFLOX                                    500MG CX 6 COMP REV##33,10 
7896004707686##QUINOFORM                                    400MG FR 14 COMP##23,35 
7896685302095##QUITLIS                                      SOL OR FR 150ML##28,58 
7896023700408##QUITOSANA                                    350MG FR 60 COMP##23,24 
7896083400812##QUITOSANA                                    350MG CX 45 CAP##21,16 
7897595620415##RABEPRAZOL SODICO                            10MG CX 14 COMP REV##31,87 
7897595620446##RABEPRAZOL SODICO                            20MG CX 14 COMP REV##61,31 
7897595620453##RABEPRAZOL SODICO                            20MG CX 28 COMP REV##115,85 
7897473205727##RADIAPLEX                                    GEL BG 170G ACAO BAC##113,60 
0000000000003##RADIESSE                                     1,5 INJ##1.142,93 
0000000000001##RADIESSE                                     0,8 CC SYR IMPL INJ##685,76 
0000000000002##RADIESSE                                     1,3 CC SYR IMPL  INJ.##1.142,93 
7897460400548##RADIFREE                                     150MG CX 30 CAP GEL##52,40 
7896422521208##RAFEX                                        120MG CX 10 COMP REV##23,46 
7896422521239##RAFEX                                        180MG CX 10 COMP REV##35,81 
7898095346768##RAMIPRIL                                     2,5MG CX 30 COMP REV##28,27 
7898095346775##RAMIPRIL                                     5MG CX 30 COMP REV##53,21 
7891058002404##RAMIPRIL                                     2,5 MG COMP X 30##38,78 
7896422518666##RAMIPRIL                                     2,5MG BL 30 COMP##38,78 
7896422518956##RAMIPRIL                                     2,5MG BL 60 COMP##58,13 
7896181909354##RAMIPRIL                                     2,5MG CX 20 COMP##23,23 
7897595604804##RAMIPRIL                                     2,5MG CX 30 COMP##45,75 
7896181909507##RAMIPRIL                                     2,5MG CX 30 COMP##31,02 
7891058002411##RAMIPRIL                                     2,5MG CX 60 COMP##58,13 
7896422518673##RAMIPRIL                                     5MG BL 30 COMP##72,67 
7896422518987##RAMIPRIL                                     5MG BL 60 COMP##93,02 
7896181909576##RAMIPRIL                                     5MG CX 20 COMP##43,54 
7897595604811##RAMIPRIL                                     5MG CX 30 COMP##86,47 
7896181909682##RAMIPRIL                                     5MG CX 30 COMP##58,14 
8902220107618##RAMIPRIL+BESILATO DE ANLODIPINO              2,5+5MG CX 30 CAP GEL##20,75 
8902220107625##RAMIPRIL+BESILATO DE ANLODIPINO              5+5MG CX 30 CAP GEL##20,75 
7896006292456##RANIDIN                                      150MG CX 20 COMP##23,52 
7896862910587##RANITIDIL                                    150MG CX 10 COMP REV##10,43 
7896862910624##RANITIDIL                                    150MG CX 20 COMP REV##15,87 
7896004707778##RANITIL                                      150MG CX 20 COMP##17,59 
7898216360444##RANITZEN                                     150MG CX 20 COMP REV##16,12 
7898216360512##RANITZEN                                     25MG/ML SOL INJ CX 50 AMP X 2ML EMB HOSP##77,69 
7898060131726##RANYTISAN                                    150MG CX 20 COMP##14,34 
7891045009683##RAPAMUNE                                     1MG CX 60 DR##1.534,30 
7891045006514##RAPAMUNE                                     1MG/ML SOL ORAL FR X 60 ML##1.534,30 
7891045009676##RAPAMUNE                                     2MG CX 30 DR##1.534,30 
7896212429226##RAPIFEN                                      544MCG/ML SOL INJ 5 AMP X 5ML HOSP##139,06 
7896331704808##RAPILAX                                      7,5MG/ML SOL OR FR GTS 30ML##7,95 
7896331701081##RAPILAX                                      7,5MG/ML SOL ORAL FR GTS 20ML##5,35 
7898909980140##RAPITRAM                                     50MG/ML SOL INJ 5AMP X 1ML##23,83 
7898909980171##RAPITRAM                                     50MG/ML SOL INJ 5AMP X 2ML##35,31 
7898909980157##RAPITRAM                                     50MG/ML SOL INJ CX 50 AMP X 1ML##214,95 
7898909980188##RAPITRAM                                     50MG/ML SOL INJ CX 50 AMP X 2ML##316,06 
7899620910683##RARIVIT                                      CX 40 COMP##23,00 
7896261013551##RASILEZ                                      150MG CX 14 COMP REV##43,65 
